mint,mintLabel
http://nomisma.org/id/corcyra_nigra,Corcyra Nigra
http://nomisma.org/id/cormasa,Kormasa
http://nomisma.org/id/frentrum,Frentrum
http://nomisma.org/id/sidyma,Sidyma
http://nomisma.org/id/chalke,Chalke
http://nomisma.org/id/malus,Malus
http://nomisma.org/id/sanaus,Sanaus
http://nomisma.org/id/signia,Signia
http://nomisma.org/id/uncertain_caria_a,Uncertain Carian mint A
http://nomisma.org/id/cirta,Cirta
http://nomisma.org/id/siga,Siga
http://nomisma.org/id/epidamnus,Epidamnus
http://nomisma.org/id/pagasae,Pagasae
http://nomisma.org/id/pisa,Pisa
http://nomisma.org/id/arsinoe_ephesus,Arsinoe (Ephesus)
http://nomisma.org/id/nicopolis_ad_istrum,Nicopolis ad Istrum
http://nomisma.org/id/hadrianeia,Hadrianeia
http://nomisma.org/id/chersonesus_thrace,"Chersonesus, Thrace"
http://nomisma.org/id/hadrianopolis_thrace,Hadrianopolis
http://nomisma.org/id/augusta_trajana,Augusta Traiana
http://nomisma.org/id/philippopolis,Philippopolis
http://nomisma.org/id/pitane,Pitane
http://nomisma.org/id/marcianopolis,Marcianopolis
http://nomisma.org/id/attaea,Attaea
http://nomisma.org/id/hamaxitus,Hamaxitus
http://nomisma.org/id/adramyteum,Adramyteum
http://nomisma.org/id/dionysopolis_thrace,Dionysopolis
http://nomisma.org/id/topirus,Topirus
http://nomisma.org/id/thasos,Thasos
http://nomisma.org/id/perperene,Perperene
http://nomisma.org/id/hadrianothera,Hadrianothera
http://nomisma.org/id/gambrium,Gambrium
http://nomisma.org/id/antandrus,Antandrus
http://nomisma.org/id/dardanus,Dardanus
http://nomisma.org/id/bizya,Bizya
http://nomisma.org/id/deultum,Deultum
http://nomisma.org/id/apollonia_ad_rhyndacum,Apollonia ad Rhyndacum
http://nomisma.org/id/pautalia,Pautalia
http://nomisma.org/id/apollonia_pontica,Apollonia Pontica
http://nomisma.org/id/zone,Zone
http://nomisma.org/id/madytus,Madytus
http://nomisma.org/id/cebren,Cebren
http://nomisma.org/id/miletopolis,Miletopolis
http://nomisma.org/id/priapus,Priapus
http://nomisma.org/id/perinthus,Perinthus
http://nomisma.org/id/proconnesus,Proconnesus
http://nomisma.org/id/lamponeia,Lamponeia
http://nomisma.org/id/anchialus,Anchialus
http://nomisma.org/id/hephaestia,Hephaestia
http://nomisma.org/id/coela,Coela
http://nomisma.org/id/hadriani_ad_olympum,Hadriani ad Olympum
http://nomisma.org/id/atarneus,Atarneus
http://nomisma.org/id/orthagoreia_thrace,Orthagoreia
http://nomisma.org/id/placia,Placia
http://nomisma.org/id/selymbria,Selymbria
http://nomisma.org/id/germe,Germe
http://nomisma.org/id/trajanopolis_thrace,Trajanopolis
http://nomisma.org/id/lemnos,Lemnos
http://nomisma.org/id/thebe,Thebe
http://nomisma.org/id/dicaea_thrace,Dicaea
http://nomisma.org/id/alopeconnesus,Alopeconnesus
http://nomisma.org/id/neandria,Neandria
http://nomisma.org/id/gergis,Gergis
http://nomisma.org/id/achilleion,Achilleion
http://nomisma.org/id/gargara,Gargara
http://nomisma.org/id/plotinopolis,Plotinopolis
http://nomisma.org/id/ophrynium,Ophrynium
http://nomisma.org/id/antiocheia_cebren,Antiocheia (Cebren)
http://nomisma.org/id/bisanthe,Bisanthe
http://nomisma.org/id/elaeus,Elaeus
http://nomisma.org/id/rhoeteium,Rhoeteium
http://nomisma.org/id/harpagion,Harpagion
http://nomisma.org/id/gentinus,Gentinus
http://nomisma.org/id/thymbra,Thymbra
http://nomisma.org/id/imbros,Imbros
http://nomisma.org/id/astyra_mysia,Astyra
http://nomisma.org/id/poimanenum,Poimanenum
http://nomisma.org/id/cypsela,Cypsela
http://nomisma.org/id/colone_troas,Colone
http://nomisma.org/id/teuthrania,Teuthrania
http://nomisma.org/id/zeleia,Zeleia
http://nomisma.org/id/cardia,Cardia
http://nomisma.org/id/scamandria,Scamandria
http://nomisma.org/id/nicopolis_ad_nestum,Nicopolis ad Nestum
http://nomisma.org/id/crithote,Crithote
http://nomisma.org/id/iolla,Iolla
http://nomisma.org/id/birytis,Birytis
http://nomisma.org/id/eleutherion,Eleutherion
http://nomisma.org/id/Paktye,Pactye
http://nomisma.org/id/agathopolis,Agathopolis
http://nomisma.org/id/came,Came
http://nomisma.org/id/cisthene,Cisthene
http://nomisma.org/id/aegospotami,Aegospotami
http://nomisma.org/id/trierus,Trie[rus]?
http://nomisma.org/id/apros,Apros
http://nomisma.org/id/yehud_mint,Yehud Mint
http://nomisma.org/id/philistian_mint,Philistian Mint
http://nomisma.org/id/larissa_troas,"Larissa, Troas"
http://nomisma.org/id/uncertain_thrace,Uncertain mint Thrace
http://nomisma.org/id/mastaura,Mastaura
http://nomisma.org/id/toriaion,Toriaion
http://nomisma.org/id/kleonnaeion,Kleonaeion
http://nomisma.org/id/coropissus,Coropissus
http://nomisma.org/id/heracleia_ad_sipylum,Heracleia ad Sipylum
http://nomisma.org/id/stectorium,Stectorium
http://nomisma.org/id/dorylaeum,Dorylaeum
http://nomisma.org/id/uncertain_cappadocia_d,Uncertain Cappadocian Royal mint D
